Date,Open,High,Low,Close,Adj Close,Volume
2019-11-25,18.780001,19.205000,18.775000,19.192499,19.185560,40039200
2019-11-26,19.227501,19.377501,19.150000,19.307501,19.300522,41845200
2019-11-27,19.445000,19.705000,19.379999,19.697500,19.690380,40778400
2019-11-29,19.552500,19.642500,19.400000,19.434999,19.427973,26898000
2019-12-02,19.434999,19.447500,18.507500,18.809999,18.803200,75907600
2019-12-03,18.075001,18.407499,17.777500,18.387501,18.380854,78026000
2019-12-04,18.672501,18.792500,18.584999,18.660000,18.653254,43829600
2019-12-05,18.855000,18.857500,18.492500,18.757500,18.750719,44540400
2019-12-06,19.170000,19.405001,19.135000,19.337500,19.330509,46470800
2019-12-09,19.272499,19.532499,19.080000,19.100000,19.093096,38964400
2019-12-10,19.112499,19.320000,18.920000,19.057501,19.050611,56024000
2019-12-11,19.170000,19.407499,19.090000,19.344999,19.338007,45298000
2019-12-12,19.282499,20.000000,19.205000,19.787500,19.780348,91582000
2019-12-13,19.740000,20.180000,19.615000,19.965000,19.957783,80498000
2019-12-16,20.355000,20.642500,20.340000,20.537500,20.530077,49694000
2019-12-17,20.642500,20.697500,20.500000,20.565001,20.557566,42274400
2019-12-18,20.662500,20.820000,20.584999,20.612499,20.605047,35704000
2019-12-19,20.665001,21.045000,20.665001,21.032499,21.024897,41692400
2019-12-20,21.307501,21.379999,21.150000,21.282499,21.274805,49774000
2019-12-23,21.504999,21.545000,21.392500,21.440001,21.432249,36213600
2019-12-24,21.487499,21.517500,21.312500,21.459999,21.459999,19949200
2019-12-26,21.557501,22.027500,21.557501,22.017500,22.017500,32129200
2019-12-27,22.252501,22.264999,21.787500,21.952499,21.952499,49875200
2019-12-30,21.932501,21.965000,21.200001,21.514999,21.514999,56452800
2019-12-31,21.325001,21.690001,21.215000,21.637501,21.637501,42190000
2020-01-02,22.177500,22.709999,22.055000,22.709999,22.709999,65536000
2020-01-03,21.822500,22.500000,21.809999,22.092501,22.092501,72590000
2020-01-06,21.567499,22.520000,21.487499,22.512501,22.512501,64047600
2020-01-07,22.535000,22.695000,22.290001,22.485001,22.485001,53849600
2020-01-08,22.490000,23.320000,22.382500,23.002501,23.002501,79582400
2020-01-09,23.557501,23.715000,23.180000,23.582500,23.582500,72711600
2020-01-10,23.847500,23.867500,23.282499,23.389999,23.389999,68802000
2020-01-13,23.682501,24.219999,23.577499,24.207500,24.207500,58279200
2020-01-14,24.145000,24.287500,23.805000,23.924999,23.924999,72868800
2020-01-15,23.945000,24.282499,23.705000,23.940001,23.940001,66501600
2020-01-16,24.277500,24.622499,24.132500,24.607500,24.607500,60550400
2020-01-17,24.927500,25.035000,24.565001,24.975000,24.975000,72201200
2020-01-21,24.757500,25.127501,24.740000,24.962500,24.962500,69441200
2020-01-22,25.307501,25.572500,25.045000,25.132500,25.132500,68074400
2020-01-23,25.082500,25.397499,24.742500,25.365000,25.365000,71794400
2020-01-24,25.725000,25.802500,24.377501,24.707500,24.707500,119687200
2020-01-27,23.062500,23.587500,22.545000,23.180000,23.180000,99313200
2020-01-28,23.662500,24.417500,23.495001,24.257500,24.257500,85931200
2020-01-29,24.657499,24.740000,24.045000,24.344999,24.344999,68938800
2020-01-30,23.900000,24.650000,23.662500,24.620001,24.620001,100124800
2020-01-31,24.920000,24.937500,23.187500,23.410000,23.410000,110192000
2020-02-03,23.777500,24.665001,23.732500,24.485001,24.485001,86844000
2020-02-04,25.500000,26.312500,25.254999,26.157499,26.157499,70124400
2020-02-05,27.139999,27.145000,25.972500,26.459999,26.459999,87306000
2020-02-06,26.627501,27.135000,26.352501,27.105000,27.105000,56566400
2020-02-07,26.745001,27.202499,26.530001,26.754999,26.754999,77026000
2020-02-10,26.495001,27.727501,26.475000,27.719999,27.719999,61624400
2020-02-11,28.174999,28.467501,27.520000,27.740000,27.740000,96885200
2020-02-12,28.222500,28.587500,28.025000,28.552500,28.552500,60804000
2020-02-13,27.947500,28.775000,27.844999,28.442499,28.442499,77641200
2020-02-14,28.555000,28.747499,28.270000,28.635000,28.635000,56984800
2020-02-18,28.230000,28.857500,28.147499,28.684999,28.684999,65083600
2020-02-19,29.202499,29.700001,29.100000,29.514999,29.514999,52813600
2020-02-20,29.325001,29.495001,27.597500,28.674999,28.674999,113828800
2020-02-21,28.264999,28.395000,26.682501,27.035000,27.035000,103553600
2020-02-24,24.070000,24.895000,23.407499,23.920000,23.920000,134837200
2020-02-25,24.482500,24.727501,21.735001,21.985001,21.985001,150396800
2020-02-26,22.320000,23.432501,21.787500,22.287500,22.287500,167868000
2020-02-27,20.575001,21.602501,18.895000,18.955000,18.955000,212558000
2020-02-28,17.102501,19.357500,16.875000,19.250000,19.250000,247111200
2020-03-02,19.817499,21.934999,18.992500,21.877501,21.877501,181759200
2020-03-03,22.092501,22.875000,19.219999,19.817499,19.817499,274063200
2020-03-04,20.885000,22.287500,20.325001,22.222500,22.222500,157913600
2020-03-05,20.559999,21.690001,19.772499,20.272499,20.272499,193486000
2020-03-06,18.182501,19.520000,17.750000,19.209999,19.209999,196759600
2020-03-09,15.382500,17.287500,15.250000,15.307500,15.307500,203482400
2020-03-10,16.995001,17.732500,15.250000,17.690001,17.690001,228126400
2020-03-11,16.445000,16.807501,14.750000,15.415000,15.415000,215464000
2020-03-12,12.375000,14.375000,11.100000,11.190000,11.190000,309112800
2020-03-13,13.060000,14.327500,11.265000,14.210000,14.210000,278145200
2020-03-16,10.115000,12.150000,9.247500,9.312500,9.312500,329145200
2020-03-17,9.845000,11.285000,8.937500,10.830000,10.830000,381010400
2020-03-18,9.075000,10.375000,8.182500,9.827500,9.827500,424499600
2020-03-19,9.712500,11.020000,9.000000,10.055000,10.055000,402404400
2020-03-20,10.747500,10.950000,8.775000,8.877500,8.877500,391127600
2020-03-23,8.982500,9.500000,8.067500,8.905000,8.905000,410036800
2020-03-24,10.307500,10.935000,10.032500,10.890000,10.890000,414912000
2020-03-25,11.050000,11.960000,10.270000,10.637500,10.637500,417437200
2020-03-26,10.957500,12.500000,10.917500,12.370000,12.370000,324620000
2020-03-27,11.407500,12.082500,10.947500,11.085000,11.085000,278571600
2020-03-30,11.395000,12.345000,11.250000,12.250000,12.250000,208310800
2020-03-31,12.152500,12.882500,11.715000,11.910000,11.910000,365952000
2020-04-01,10.900000,11.430000,10.155000,10.432500,10.432500,267794800
2020-04-02,10.300000,11.085000,10.192500,11.050000,11.050000,233765600
2020-04-03,10.965000,11.245000,10.215000,10.605000,10.605000,277242000
2020-04-06,11.777500,13.047500,11.590000,12.825000,12.825000,259308400
2020-04-07,13.975000,14.072500,12.750000,12.800000,12.800000,329004800
2020-04-08,13.172500,13.750000,12.820000,13.617500,13.617500,259090000
2020-04-09,13.982500,14.180000,13.317500,13.667500,13.667500,276648800
2020-04-13,13.500000,14.220000,13.267500,14.142500,14.142500,213480800
2020-04-14,15.012500,16.100000,14.847500,15.977500,15.977500,245024800
2020-04-15,15.227500,15.847500,14.915000,15.447500,15.447500,215844000
2020-04-16,15.952500,16.517500,15.487500,16.275000,16.275000,281460000
2020-04-17,16.917500,17.025000,16.007500,16.682501,16.682501,231782400
2020-04-20,16.297501,16.877501,16.115000,16.142500,16.142500,193499200
2020-04-21,15.665000,15.782500,14.077500,14.357500,14.357500,259744800
2020-04-22,15.257500,15.915000,15.077500,15.627500,15.627500,137092800
2020-04-23,15.807500,16.397499,15.430000,15.525000,15.525000,212434000
2020-04-24,15.635000,16.350000,15.302500,16.275000,16.275000,158990800
2020-04-27,16.795000,16.897499,16.410000,16.592501,16.592501,152370800
2020-04-28,17.055000,17.057501,15.652500,15.695000,15.695000,193123600
2020-04-29,16.762501,17.592501,16.522499,17.327499,17.327499,173052000
2020-04-30,17.602501,17.617500,16.987499,17.442499,17.442499,190272400
2020-05-01,16.330000,16.827499,15.625000,15.877500,15.877500,173122800
2020-05-04,15.635000,16.482500,15.517500,16.437500,16.437500,100378000
2020-05-05,16.932501,17.555000,16.802500,16.962500,16.962500,144357200
2020-05-06,17.385000,17.782499,17.097500,17.297501,17.297501,155940400
2020-05-07,17.957500,18.187500,17.642500,17.972500,17.972500,144744800
2020-05-08,18.387501,18.737499,18.129999,18.697500,18.697500,131101200
2020-05-11,18.367500,19.475000,18.312500,19.162500,19.162500,134692000
2020-05-12,19.367500,19.532499,18.007500,18.022499,18.022499,169681600
2020-05-13,18.147499,18.612499,16.690001,17.340000,17.340000,245559600
2020-05-14,17.010000,17.922501,16.527500,17.915001,17.915001,201499600
2020-05-15,17.177500,18.275000,17.072500,18.222500,18.222500,178903200
2020-05-18,19.000000,19.549999,18.805000,19.277500,19.277500,148237200
